Record Length,2500,Points,-2.50E-05,5.52E-01
,,,-1.62E-06,3.68E-01
,,,-1.60E-06,3.68E-01
,,,-1.58E-06,3.60E-01
,,,-1.56E-06,3.68E-01
,,,-1.54E-06,3.60E-01
,,,-1.52E-06,3.68E-01
,,,-1.50E-06,3.60E-01
,,,-1.48E-06,3.60E-01
,,,-1.46E-06,3.68E-01
,,,-1.44E-06,3.60E-01
,,,-1.42E-06,3.68E-01
,,,-1.40E-06,3.60E-01
,,,-1.38E-06,3.60E-01
,,,-1.36E-06,3.60E-01
,,,-1.34E-06,3.60E-01
,,,-1.32E-06,3.52E-01
,,,-1.30E-06,3.52E-01
,,,-1.28E-06,3.52E-01
,,,-1.26E-06,3.52E-01
,,,-1.24E-06,3.52E-01
,,,-1.22E-06,3.52E-01
,,,-1.20E-06,3.44E-01
,,,-1.18E-06,3.44E-01
,,,-1.16E-06,3.44E-01
,,,-1.14E-06,3.44E-01
,,,-1.12E-06,3.44E-01
,,,-1.10E-06,3.44E-01
,,,-1.08E-06,3.44E-01
,,,-1.06E-06,3.36E-01
,,,-1.04E-06,3.36E-01
,,,-1.02E-06,3.36E-01
,,,-1.00E-06,3.44E-01
,,,-9.80E-07,3.28E-01
,,,-9.60E-07,3.44E-01
,,,-9.40E-07,3.28E-01
,,,-9.20E-07,3.36E-01
,,,-9.00E-07,3.28E-01
,,,-8.80E-07,3.28E-01
,,,-8.60E-07,3.20E-01
,,,-8.40E-07,3.28E-01
,,,-8.20E-07,3.28E-01
,,,-8.00E-07,3.20E-01
,,,-7.80E-07,3.28E-01
,,,-7.60E-07,3.12E-01
,,,-7.40E-07,3.12E-01
,,,-7.20E-07,3.20E-01
,,,-7.00E-07,3.04E-01
,,,-6.80E-07,3.04E-01
,,,-6.60E-07,3.12E-01
,,,-6.40E-07,3.04E-01
,,,-6.20E-07,3.04E-01
,,,-6.00E-07,3.04E-01
,,,-5.80E-07,2.96E-01
,,,-5.60E-07,2.96E-01
,,,-5.40E-07,2.96E-01
,,,-5.20E-07,2.96E-01
,,,-5.00E-07,2.96E-01
,,,-4.80E-07,2.88E-01
,,,-4.60E-07,2.96E-01
,,,-4.40E-07,2.88E-01
,,,-4.20E-07,2.88E-01
,,,-4.00E-07,2.80E-01
,,,-3.80E-07,2.80E-01
,,,-3.60E-07,2.80E-01
,,,-3.40E-07,2.80E-01
,,,-3.20E-07,2.80E-01
,,,-3.00E-07,2.80E-01
,,,-2.80E-07,2.72E-01
,,,-2.60E-07,2.80E-01
,,,-2.40E-07,2.72E-01
,,,-2.20E-07,2.72E-01
,,,-2.00E-07,2.72E-01
,,,-1.80E-07,2.64E-01
,,,-1.60E-07,2.64E-01
,,,-1.40E-07,2.56E-01
,,,-1.20E-07,2.56E-01
,,,-1.00E-07,2.56E-01
,,,-8.00E-08,2.64E-01
,,,-6.00E-08,2.56E-01
,,,-4.00E-08,2.48E-01
,,,-2.00E-08,2.40E-01
,,,4.80E-13,2.40E-01
,,,2.00E-08,2.40E-01
,,,4.00E-08,2.40E-01
,,,6.00E-08,2.40E-01
,,,8.00E-08,2.40E-01
,,,1.00E-07,2.40E-01
,,,1.20E-07,2.24E-01
,,,1.40E-07,2.32E-01
,,,1.60E-07,2.24E-01
,,,1.80E-07,2.24E-01
,,,2.00E-07,2.24E-01
,,,2.20E-07,2.24E-01
,,,2.40E-07,2.16E-01
,,,2.60E-07,2.16E-01
,,,2.80E-07,2.24E-01
,,,3.00E-07,2.08E-01
,,,3.20E-07,2.08E-01
,,,3.40E-07,2.16E-01
,,,3.60E-07,2.08E-01
,,,3.80E-07,2.08E-01
,,,4.00E-07,2.00E-01
,,,4.20E-07,2.00E-01
,,,4.40E-07,2.00E-01
,,,4.60E-07,2.08E-01
,,,4.80E-07,1.92E-01
,,,5.00E-07,2.00E-01
,,,5.20E-07,1.92E-01
,,,5.40E-07,2.00E-01
,,,5.60E-07,1.92E-01
,,,5.80E-07,1.92E-01
,,,6.00E-07,1.92E-01
,,,6.20E-07,1.92E-01
,,,6.40E-07,1.84E-01
,,,6.60E-07,1.84E-01
,,,6.80E-07,1.84E-01
,,,7.00E-07,1.76E-01
,,,7.20E-07,1.76E-01
,,,7.40E-07,1.76E-01
,,,7.60E-07,1.68E-01
,,,7.80E-07,1.76E-01
,,,8.00E-07,1.68E-01
,,,8.20E-07,1.68E-01
,,,8.40E-07,1.60E-01
,,,8.60E-07,1.68E-01
,,,8.80E-07,1.68E-01
,,,9.00E-07,1.60E-01
,,,9.20E-07,1.60E-01
,,,9.40E-07,1.60E-01
,,,9.60E-07,1.52E-01
,,,9.80E-07,1.52E-01
,,,1.00E-06,1.44E-01
,,,1.02E-06,1.52E-01
,,,1.04E-06,1.52E-01
,,,1.06E-06,1.52E-01
,,,1.08E-06,1.52E-01
,,,1.10E-06,1.52E-01
,,,1.12E-06,1.44E-01
,,,1.14E-06,1.44E-01
,,,1.16E-06,1.36E-01
,,,1.18E-06,1.44E-01
,,,1.20E-06,1.44E-01
,,,1.22E-06,1.36E-01
,,,1.24E-06,1.28E-01
,,,1.26E-06,1.36E-01
,,,1.28E-06,1.44E-01
,,,1.30E-06,1.28E-01
,,,1.32E-06,1.28E-01
,,,1.34E-06,1.28E-01
,,,1.36E-06,1.36E-01
,,,1.38E-06,1.28E-01
,,,1.40E-06,1.28E-01
,,,1.42E-06,1.20E-01
,,,1.44E-06,1.20E-01
,,,1.46E-06,1.20E-01
,,,1.48E-06,1.28E-01
,,,1.50E-06,1.12E-01
,,,1.52E-06,1.12E-01
,,,1.54E-06,1.20E-01
,,,1.56E-06,1.20E-01
,,,1.58E-06,1.20E-01
,,,1.60E-06,1.20E-01
,,,1.62E-06,1.12E-01
,,,1.64E-06,1.12E-01
,,,1.66E-06,1.12E-01
,,,1.68E-06,1.12E-01
,,,1.70E-06,1.12E-01
,,,1.72E-06,1.12E-01
,,,1.74E-06,1.04E-01
,,,1.76E-06,1.12E-01
,,,1.78E-06,1.12E-01
,,,1.80E-06,9.60E-02
,,,1.82E-06,1.12E-01
,,,1.84E-06,1.04E-01
,,,1.86E-06,1.04E-01
,,,1.88E-06,1.04E-01
,,,1.90E-06,1.04E-01
,,,1.92E-06,1.04E-01
,,,1.94E-06,9.60E-02
,,,1.96E-06,9.60E-02
,,,1.98E-06,9.60E-02
,,,2.00E-06,8.80E-02
,,,2.02E-06,9.60E-02
,,,2.04E-06,8.80E-02
,,,2.06E-06,9.60E-02
,,,2.08E-06,9.60E-02
,,,2.10E-06,8.80E-02
,,,2.12E-06,9.60E-02
,,,2.14E-06,8.80E-02
,,,2.16E-06,8.00E-02
,,,2.18E-06,8.80E-02
,,,2.20E-06,8.80E-02
,,,2.22E-06,8.00E-02
,,,2.24E-06,8.00E-02
,,,2.26E-06,8.80E-02
,,,2.28E-06,8.80E-02
,,,2.30E-06,7.20E-02
,,,2.32E-06,8.00E-02
,,,2.34E-06,8.80E-02
,,,2.36E-06,7.20E-02
,,,2.38E-06,8.00E-02
,,,2.40E-06,7.20E-02
,,,2.42E-06,7.20E-02
,,,2.44E-06,7.20E-02
,,,2.46E-06,7.20E-02
,,,2.48E-06,7.20E-02
,,,2.50E-06,7.20E-02
,,,2.52E-06,7.20E-02
,,,2.54E-06,7.20E-02
,,,2.56E-06,7.20E-02
,,,2.58E-06,7.20E-02
,,,2.60E-06,7.20E-02
,,,2.62E-06,6.40E-02
,,,2.64E-06,6.40E-02
,,,2.66E-06,7.20E-02
,,,2.68E-06,7.20E-02
,,,2.70E-06,6.40E-02
,,,2.72E-06,6.40E-02
,,,2.74E-06,7.20E-02
,,,2.76E-06,6.40E-02
,,,2.78E-06,7.20E-02
,,,2.80E-06,6.40E-02
,,,2.82E-06,6.40E-02
,,,2.84E-06,6.40E-02
,,,2.86E-06,6.40E-02
,,,2.88E-06,7.20E-02
,,,2.90E-06,6.40E-02
,,,2.92E-06,6.40E-02
,,,2.94E-06,6.40E-02
,,,2.96E-06,5.60E-02
,,,2.98E-06,4.80E-02
,,,3.00E-06,6.40E-02
,,,3.02E-06,6.40E-02
,,,3.04E-06,5.60E-02
,,,3.06E-06,5.60E-02
,,,3.08E-06,5.60E-02
,,,3.10E-06,4.80E-02
,,,3.12E-06,4.80E-02
,,,3.14E-06,5.60E-02
,,,3.16E-06,5.60E-02
,,,3.18E-06,4.80E-02
,,,3.20E-06,4.80E-02
,,,3.22E-06,4.80E-02
,,,3.24E-06,5.60E-02
,,,3.26E-06,4.00E-02
,,,3.28E-06,4.80E-02
,,,3.30E-06,5.60E-02
,,,3.32E-06,5.60E-02
,,,3.34E-06,4.80E-02
,,,3.36E-06,4.80E-02
,,,3.38E-06,4.80E-02
,,,3.40E-06,5.60E-02
,,,3.42E-06,4.00E-02
,,,3.44E-06,4.80E-02
,,,3.46E-06,4.80E-02
,,,3.48E-06,4.80E-02
,,,3.50E-06,4.80E-02
,,,3.52E-06,4.80E-02
,,,3.54E-06,4.00E-02
,,,3.56E-06,4.80E-02
,,,3.58E-06,4.80E-02
,,,3.60E-06,4.00E-02
,,,3.62E-06,4.00E-02
,,,3.64E-06,4.00E-02
,,,3.66E-06,4.80E-02
,,,3.68E-06,4.80E-02
,,,3.70E-06,4.00E-02
,,,3.72E-06,4.80E-02
,,,3.74E-06,4.80E-02
,,,3.76E-06,4.80E-02
,,,3.78E-06,4.80E-02
,,,3.80E-06,4.80E-02
,,,3.82E-06,4.00E-02
,,,3.84E-06,4.00E-02
,,,3.86E-06,4.00E-02
,,,3.88E-06,4.00E-02
,,,3.90E-06,4.00E-02
,,,3.92E-06,4.00E-02
,,,3.94E-06,4.00E-02
,,,3.96E-06,4.80E-02
,,,3.98E-06,4.00E-02
,,,4.00E-06,4.00E-02
,,,4.02E-06,2.40E-02
,,,4.04E-06,3.20E-02
,,,4.06E-06,4.00E-02
,,,4.08E-06,4.00E-02
,,,4.10E-06,3.20E-02
,,,4.12E-06,3.20E-02
,,,4.14E-06,3.20E-02
,,,4.16E-06,3.20E-02
,,,4.18E-06,3.20E-02
,,,4.20E-06,3.20E-02
,,,4.22E-06,2.40E-02
,,,4.24E-06,3.20E-02
,,,4.26E-06,3.20E-02
,,,4.28E-06,3.20E-02
,,,4.30E-06,3.20E-02
,,,4.32E-06,3.20E-02
,,,4.34E-06,2.40E-02
,,,4.36E-06,3.20E-02
,,,4.38E-06,3.20E-02
,,,4.40E-06,3.20E-02
,,,4.42E-06,3.20E-02
,,,4.44E-06,2.40E-02
,,,4.46E-06,3.20E-02
,,,4.48E-06,3.20E-02
,,,4.50E-06,3.20E-02
,,,4.52E-06,3.20E-02
,,,4.54E-06,3.20E-02
,,,4.56E-06,2.40E-02
,,,4.58E-06,3.20E-02
,,,4.60E-06,2.40E-02
,,,4.62E-06,2.40E-02
,,,4.64E-06,2.40E-02
,,,4.66E-06,3.20E-02
,,,4.68E-06,3.20E-02
,,,4.70E-06,2.40E-02
,,,4.72E-06,2.40E-02
,,,4.74E-06,2.40E-02
,,,4.76E-06,3.20E-02
,,,4.78E-06,2.40E-02
,,,4.80E-06,3.20E-02
,,,4.82E-06,2.40E-02
,,,4.84E-06,3.20E-02
,,,4.86E-06,2.40E-02
,,,4.88E-06,3.20E-02
,,,4.90E-06,2.40E-02
,,,4.92E-06,2.40E-02
,,,4.94E-06,2.40E-02
,,,4.96E-06,2.40E-02
,,,4.98E-06,2.40E-02
,,,5.00E-06,2.40E-02
,,,5.02E-06,3.20E-02
,,,5.04E-06,3.20E-02
,,,5.06E-06,2.40E-02
,,,5.08E-06,2.40E-02
,,,5.10E-06,2.40E-02
,,,5.12E-06,2.40E-02
,,,5.14E-06,2.40E-02
,,,5.16E-06,2.40E-02
,,,5.18E-06,2.40E-02
,,,5.20E-06,1.60E-02
,,,5.22E-06,2.40E-02
,,,5.24E-06,1.60E-02
,,,5.26E-06,2.40E-02
,,,5.28E-06,1.60E-02
,,,5.30E-06,2.40E-02
,,,5.32E-06,1.60E-02
,,,5.34E-06,1.60E-02
,,,5.36E-06,2.40E-02
,,,5.38E-06,1.60E-02
,,,5.40E-06,1.60E-02
,,,5.42E-06,1.60E-02
,,,5.44E-06,3.20E-02
,,,5.46E-06,2.40E-02
,,,5.48E-06,2.40E-02
,,,5.50E-06,1.60E-02
,,,5.52E-06,1.60E-02
,,,5.54E-06,2.40E-02
,,,5.56E-06,1.60E-02
,,,5.58E-06,1.60E-02
,,,5.60E-06,2.40E-02
,,,5.62E-06,2.40E-02
,,,5.64E-06,1.60E-02
,,,5.66E-06,1.60E-02
,,,5.68E-06,1.60E-02
,,,5.70E-06,1.60E-02
,,,5.72E-06,1.60E-02
,,,5.74E-06,1.60E-02
,,,5.76E-06,1.60E-02
,,,5.78E-06,1.60E-02
,,,5.80E-06,1.60E-02
,,,5.82E-06,1.60E-02
,,,5.84E-06,2.40E-02
,,,5.86E-06,1.60E-02
,,,5.88E-06,2.40E-02
,,,5.90E-06,1.60E-02
,,,5.92E-06,2.40E-02
,,,5.94E-06,1.60E-02
,,,5.96E-06,1.60E-02
,,,5.98E-06,2.40E-02
,,,6.00E-06,1.60E-02
,,,6.02E-06,1.60E-02
,,,6.04E-06,2.40E-02
,,,6.06E-06,1.60E-02
,,,6.08E-06,1.60E-02
,,,6.10E-06,1.60E-02
,,,6.12E-06,8.00E-03
,,,6.14E-06,2.40E-02
,,,6.16E-06,1.60E-02
,,,6.18E-06,1.60E-02
,,,6.20E-06,1.60E-02
,,,6.22E-06,1.60E-02
,,,6.24E-06,2.40E-02
,,,6.26E-06,1.60E-02
,,,6.28E-06,1.60E-02
,,,6.30E-06,2.40E-02
,,,6.32E-06,1.60E-02
,,,6.34E-06,8.00E-03
,,,6.36E-06,8.00E-03
,,,6.38E-06,1.60E-02
,,,6.40E-06,8.00E-03
,,,6.42E-06,1.60E-02
,,,6.44E-06,1.60E-02
,,,6.46E-06,1.60E-02
,,,6.48E-06,1.60E-02
,,,6.50E-06,2.40E-02
,,,6.52E-06,2.40E-02
,,,6.54E-06,1.60E-02
,,,6.56E-06,8.00E-03
,,,6.58E-06,8.00E-03
,,,6.60E-06,1.60E-02
,,,6.62E-06,1.60E-02
,,,6.64E-06,1.60E-02
,,,6.66E-06,2.40E-02
,,,6.68E-06,8.00E-03
,,,6.70E-06,8.00E-03
,,,6.72E-06,8.00E-03
,,,6.74E-06,1.60E-02
,,,6.76E-06,1.60E-02
,,,6.78E-06,1.60E-02
,,,6.80E-06,1.60E-02
,,,6.82E-06,1.60E-02
,,,6.84E-06,8.00E-03
,,,6.86E-06,1.60E-02
,,,6.88E-06,8.00E-03
,,,6.90E-06,1.60E-02
,,,6.92E-06,1.60E-02
,,,6.94E-06,1.60E-02
,,,6.96E-06,8.00E-03
,,,6.98E-06,1.60E-02
,,,7.00E-06,8.00E-03
,,,7.02E-06,8.00E-03
,,,7.04E-06,8.00E-03
,,,7.06E-06,8.00E-03
,,,7.08E-06,8.00E-03
,,,7.10E-06,8.00E-03
,,,7.12E-06,1.60E-02
,,,7.14E-06,1.60E-02
,,,7.16E-06,1.60E-02
,,,7.18E-06,1.60E-02
,,,7.20E-06,1.60E-02
,,,7.22E-06,8.00E-03
,,,7.24E-06,0
,,,7.26E-06,1.60E-02
,,,7.28E-06,1.60E-02
,,,7.30E-06,8.00E-03
,,,7.32E-06,8.00E-03
,,,7.34E-06,1.60E-02
,,,7.36E-06,1.60E-02
,,,7.38E-06,1.60E-02
,,,7.40E-06,1.60E-02
,,,7.42E-06,1.60E-02
,,,7.44E-06,0
,,,7.46E-06,8.00E-03
,,,7.48E-06,8.00E-03
,,,7.50E-06,8.00E-03
,,,7.52E-06,0
,,,7.54E-06,1.60E-02
,,,7.56E-06,0
,,,7.58E-06,8.00E-03
,,,7.60E-06,8.00E-03
,,,7.62E-06,1.60E-02
,,,7.64E-06,8.00E-03
,,,7.66E-06,8.00E-03
,,,7.68E-06,8.00E-03
,,,7.70E-06,8.00E-03
,,,7.72E-06,8.00E-03
,,,7.74E-06,8.00E-03
,,,7.76E-06,8.00E-03
,,,7.78E-06,8.00E-03
,,,7.80E-06,8.00E-03
,,,7.82E-06,1.60E-02
,,,7.84E-06,1.60E-02
,,,7.86E-06,8.00E-03
,,,7.88E-06,1.60E-02
,,,7.90E-06,8.00E-03
,,,7.92E-06,8.00E-03
,,,7.94E-06,8.00E-03
,,,7.96E-06,8.00E-03
,,,7.98E-06,1.60E-02
,,,8.00E-06,8.00E-03
,,,8.02E-06,8.00E-03
,,,8.04E-06,8.00E-03
,,,8.06E-06,8.00E-03
,,,8.08E-06,8.00E-03
,,,8.10E-06,8.00E-03
,,,8.12E-06,8.00E-03
,,,8.14E-06,0
,,,8.16E-06,8.00E-03
,,,8.18E-06,8.00E-03
,,,8.20E-06,1.60E-02
,,,8.22E-06,8.00E-03
,,,8.24E-06,8.00E-03
,,,8.26E-06,8.00E-03
,,,8.28E-06,8.00E-03
,,,8.30E-06,0
,,,8.32E-06,0
,,,8.34E-06,0
,,,8.36E-06,8.00E-03
,,,8.38E-06,0
,,,8.40E-06,8.00E-03
,,,8.42E-06,8.00E-03
,,,8.44E-06,8.00E-03
,,,8.46E-06,8.00E-03
,,,8.48E-06,8.00E-03
,,,8.50E-06,8.00E-03
,,,8.52E-06,0
,,,8.54E-06,8.00E-03
,,,8.56E-06,8.00E-03
,,,8.58E-06,8.00E-03
,,,8.60E-06,0
,,,8.62E-06,1.60E-02
,,,8.64E-06,1.60E-02
,,,8.66E-06,8.00E-03
,,,8.68E-06,8.00E-03
,,,8.70E-06,8.00E-03
,,,8.72E-06,0
,,,8.74E-06,8.00E-03
,,,8.76E-06,8.00E-03
,,,8.78E-06,1.60E-02
,,,8.80E-06,8.00E-03
,,,8.82E-06,8.00E-03
,,,8.84E-06,0
,,,8.86E-06,8.00E-03
,,,8.88E-06,8.00E-03
,,,8.90E-06,0
,,,8.92E-06,8.00E-03
,,,8.94E-06,1.60E-02
,,,8.96E-06,8.00E-03
,,,8.98E-06,8.00E-03
,,,9.00E-06,1.60E-02
,,,9.02E-06,8.00E-03
,,,9.04E-06,8.00E-03
,,,9.06E-06,8.00E-03
,,,9.08E-06,8.00E-03
,,,9.10E-06,1.60E-02
,,,9.12E-06,8.00E-03
,,,9.14E-06,8.00E-03
,,,9.16E-06,0
,,,9.18E-06,0
,,,9.20E-06,1.60E-02
,,,9.22E-06,8.00E-03
,,,9.24E-06,0
,,,9.26E-06,0
,,,9.28E-06,8.00E-03
,,,9.30E-06,8.00E-03
,,,9.32E-06,8.00E-03
,,,9.34E-06,1.60E-02
,,,9.36E-06,0
,,,9.38E-06,8.00E-03
,,,9.40E-06,2.40E-02
,,,9.42E-06,0
,,,9.44E-06,8.00E-03
,,,9.46E-06,8.00E-03
,,,9.48E-06,0
,,,9.50E-06,8.00E-03
,,,9.52E-06,1.60E-02
,,,9.54E-06,0
,,,9.56E-06,8.00E-03
,,,9.58E-06,8.00E-03
,,,9.60E-06,8.00E-03
,,,9.62E-06,1.60E-02
,,,9.64E-06,1.60E-02
,,,9.66E-06,8.00E-03
,,,9.68E-06,8.00E-03
,,,9.70E-06,8.00E-03
,,,9.72E-06,1.60E-02
,,,9.74E-06,8.00E-03
,,,9.76E-06,8.00E-03
,,,9.78E-06,8.00E-03
,,,9.80E-06,1.60E-02
,,,9.82E-06,8.00E-03
,,,9.84E-06,8.00E-03
,,,9.86E-06,8.00E-03
,,,9.88E-06,1.60E-02
,,,9.90E-06,1.60E-02
,,,9.92E-06,8.00E-03
,,,9.94E-06,8.00E-03
,,,9.96E-06,8.00E-03
,,,9.98E-06,8.00E-03
,,,1.00E-05,1.60E-02
,,,1.00E-05,8.00E-03
,,,1.00E-05,8.00E-03
,,,1.01E-05,8.00E-03
,,,1.01E-05,8.00E-03
,,,1.01E-05,8.00E-03
,,,1.01E-05,8.00E-03
,,,1.01E-05,1.60E-02
,,,1.02E-05,0
,,,1.02E-05,8.00E-03
,,,1.02E-05,1.60E-02
,,,1.02E-05,8.00E-03
,,,1.02E-05,0
,,,1.03E-05,8.00E-03
,,,1.03E-05,8.00E-03
,,,1.03E-05,0
,,,1.03E-05,8.00E-03
,,,1.03E-05,8.00E-03
,,,1.04E-05,0
,,,1.04E-05,8.00E-03
,,,1.04E-05,8.00E-03
,,,1.04E-05,8.00E-03
,,,1.04E-05,8.00E-03
,,,1.05E-05,8.00E-03
,,,1.05E-05,1.60E-02
,,,1.05E-05,0
,,,1.05E-05,8.00E-03
,,,1.05E-05,8.00E-03
,,,1.06E-05,0
,,,1.06E-05,0
,,,1.06E-05,8.00E-03
,,,1.06E-05,8.00E-03
,,,1.06E-05,8.00E-03
,,,1.07E-05,8.00E-03
,,,1.07E-05,8.00E-03
,,,1.07E-05,8.00E-03
,,,1.07E-05,8.00E-03
,,,1.07E-05,8.00E-03
,,,1.08E-05,0
,,,1.08E-05,8.00E-03
,,,1.08E-05,0
,,,1.08E-05,0
,,,1.08E-05,0
,,,1.09E-05,8.00E-03
